level,vertebral_number,body_interspace,approach,category,implant,object,side,x,y,fusion,interbody_fusion,fixation_uiv_liv,direction,object_id
T3,10,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.712,yes,no,no,,T3_central_screw_washer_2
T4,11,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.682,yes,no,no,,T4_central_screw_washer_2
T5,12,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.65,yes,no,no,,T5_central_screw_washer_2
T6,13,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.62,yes,no,no,,T6_central_screw_washer_2
T7,14,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.591,yes,no,no,,T7_central_screw_washer_2
T8,15,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.56,yes,no,no,,T8_central_screw_washer_2
T9,16,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.53,yes,no,no,,T9_central_screw_washer_2
T10,17,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.495,yes,no,no,,T10_central_screw_washer_2
T11,18,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.457,yes,no,no,,T11_central_screw_washer_2
T12,19,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.415,yes,no,no,,T12_central_screw_washer_2
L1,20,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.367,yes,no,no,,L1_central_screw_washer_2
L2,21,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.317,yes,no,no,,L2_central_screw_washer_2
L3,22,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.263,yes,no,no,,L3_central_screw_washer_2
L4,23,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.215,yes,no,no,,L4_central_screw_washer_2
L5,24,body,anterior,anterior_disc,yes,screw_washer,central,0.5,0.168,yes,no,no,,L5_central_screw_washer_2
C2,2,body,posterior,implant,no,vertebroplasty,central,0.5,0.865,no,no,no,,C2_central_vertebroplasty_1
C3,3,body,posterior,implant,no,vertebroplasty,central,0.5,0.847,no,no,no,,C3_central_vertebroplasty_1
C4,4,body,posterior,implant,no,vertebroplasty,central,0.5,0.828,no,no,no,,C4_central_vertebroplasty_1
C5,5,body,posterior,implant,no,vertebroplasty,central,0.5,0.811,no,no,no,,C5_central_vertebroplasty_1
C6,6,body,posterior,implant,no,vertebroplasty,central,0.5,0.793,no,no,no,,C6_central_vertebroplasty_1
C7,7,body,posterior,implant,no,vertebroplasty,central,0.5,0.769,no,no,no,,C7_central_vertebroplasty_1
T1,8,body,posterior,implant,no,vertebroplasty,central,0.5,0.747,no,no,no,,T1_central_vertebroplasty_1
T2,9,body,posterior,implant,no,vertebroplasty,central,0.5,0.723,no,no,no,,T2_central_vertebroplasty_1
T3,10,body,posterior,implant,no,vertebroplasty,central,0.5,0.701,no,no,no,,T3_central_vertebroplasty_1
T4,11,body,posterior,implant,no,vertebroplasty,central,0.5,0.672,no,no,no,,T4_central_vertebroplasty_1
T5,12,body,posterior,implant,no,vertebroplasty,central,0.5,0.643,no,no,no,,T5_central_vertebroplasty_1
T6,13,body,posterior,implant,no,vertebroplasty,central,0.5,0.613,no,no,no,,T6_central_vertebroplasty_1
T7,14,body,posterior,implant,no,vertebroplasty,central,0.5,0.583,no,no,no,,T7_central_vertebroplasty_1
T8,15,body,posterior,implant,no,vertebroplasty,central,0.5,0.551,no,no,no,,T8_central_vertebroplasty_1
T9,16,body,posterior,implant,no,vertebroplasty,central,0.5,0.52,no,no,no,,T9_central_vertebroplasty_1
T10,17,body,posterior,implant,no,vertebroplasty,central,0.5,0.481,no,no,no,,T10_central_vertebroplasty_1
T11,18,body,posterior,implant,no,vertebroplasty,central,0.5,0.447,no,no,no,,T11_central_vertebroplasty_1
T12,19,body,posterior,implant,no,vertebroplasty,central,0.5,0.411,no,no,no,,T12_central_vertebroplasty_1
L1,20,body,posterior,implant,no,vertebroplasty,central,0.5,0.375,no,no,no,,L1_central_vertebroplasty_1
L2,21,body,posterior,implant,no,vertebroplasty,central,0.5,0.343,no,no,no,,L2_central_vertebroplasty_1
L3,22,body,posterior,implant,no,vertebroplasty,central,0.5,0.301,no,no,no,,L3_central_vertebroplasty_1
L4,23,body,posterior,implant,no,vertebroplasty,central,0.5,0.261,no,no,no,,L4_central_vertebroplasty_1
L5,24,body,posterior,implant,no,vertebroplasty,central,0.5,0.228,no,no,no,,L5_central_vertebroplasty_1
C2,2,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.865,no,no,no,,C2_central_vertebral_cement_augmentation_1
C3,3,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.847,no,no,no,,C3_central_vertebral_cement_augmentation_1
C4,4,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.828,no,no,no,,C4_central_vertebral_cement_augmentation_1
C5,5,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.811,no,no,no,,C5_central_vertebral_cement_augmentation_1
C6,6,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.793,no,no,no,,C6_central_vertebral_cement_augmentation_1
C7,7,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.769,no,no,no,,C7_central_vertebral_cement_augmentation_1
T1,8,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.747,no,no,no,,T1_central_vertebral_cement_augmentation_1
T2,9,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.723,no,no,no,,T2_central_vertebral_cement_augmentation_1
T3,10,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.701,no,no,no,,T3_central_vertebral_cement_augmentation_1
T4,11,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.672,no,no,no,,T4_central_vertebral_cement_augmentation_1
T5,12,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.643,no,no,no,,T5_central_vertebral_cement_augmentation_1
T6,13,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.613,no,no,no,,T6_central_vertebral_cement_augmentation_1
T7,14,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.583,no,no,no,,T7_central_vertebral_cement_augmentation_1
T8,15,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.551,no,no,no,,T8_central_vertebral_cement_augmentation_1
T9,16,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.52,no,no,no,,T9_central_vertebral_cement_augmentation_1
T10,17,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.481,no,no,no,,T10_central_vertebral_cement_augmentation_1
T11,18,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.447,no,no,no,,T11_central_vertebral_cement_augmentation_1
T12,19,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.411,no,no,no,,T12_central_vertebral_cement_augmentation_1
L1,20,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.375,no,no,no,,L1_central_vertebral_cement_augmentation_1
L2,21,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.343,no,no,no,,L2_central_vertebral_cement_augmentation_1
L3,22,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.301,no,no,no,,L3_central_vertebral_cement_augmentation_1
L4,23,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.261,no,no,no,,L4_central_vertebral_cement_augmentation_1
L5,24,body,posterior,implant,no,vertebral_cement_augmentation,central,0.5,0.228,no,no,no,,L5_central_vertebral_cement_augmentation_1
C2-C3,2.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.491,0.857,no,no,no,,C2-C3_left_complete_facetectomy_1
C2-C3,2.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.509,0.857,no,no,no,,C2-C3_right_complete_facetectomy_1
C3-C4,3.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.491,0.8385,no,no,no,,C3-C4_left_complete_facetectomy_1
C3-C4,3.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.509,0.8385,no,no,no,,C3-C4_right_complete_facetectomy_1
C4-C5,4.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.491,0.819,no,no,no,,C4-C5_left_complete_facetectomy_1
C4-C5,4.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.509,0.819,no,no,no,,C4-C5_right_complete_facetectomy_1
C5-C6,5.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.491,0.8005,no,no,no,,C5-C6_left_complete_facetectomy_1
C5-C6,5.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.509,0.8005,no,no,no,,C5-C6_right_complete_facetectomy_1
C6-C7,6.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.491,0.78,no,no,no,,C6-C7_left_complete_facetectomy_1
C6-C7,6.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.509,0.78,no,no,no,,C6-C7_right_complete_facetectomy_1
C7-T1,7.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.492,0.767,no,no,no,,C7-T1_left_complete_facetectomy_1
C7-T1,7.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.508,0.767,no,no,no,,C7-T1_right_complete_facetectomy_1
T1-T2,8.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.493,0.746,no,no,no,,T1-T2_left_complete_facetectomy_1
T1-T2,8.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.507,0.746,no,no,no,,T1-T2_right_complete_facetectomy_1
T2-T3,9.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.494,0.72,no,no,no,,T2-T3_left_complete_facetectomy_1
T2-T3,9.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.506,0.72,no,no,no,,T2-T3_right_complete_facetectomy_1
T3-T4,10.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.494,0.695,no,no,no,,T3-T4_left_complete_facetectomy_1
T3-T4,10.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.506,0.695,no,no,no,,T3-T4_right_complete_facetectomy_1
T4-T5,11.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.493,0.668,no,no,no,,T4-T5_left_complete_facetectomy_1
T4-T5,11.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.507,0.668,no,no,no,,T4-T5_right_complete_facetectomy_1
T5-T6,12.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.492,0.64,no,no,no,,T5-T6_left_complete_facetectomy_1
T5-T6,12.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.508,0.64,no,no,no,,T5-T6_right_complete_facetectomy_1
T6-T7,13.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.492,0.606,no,no,no,,T6-T7_left_complete_facetectomy_1
T6-T7,13.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.508,0.606,no,no,no,,T6-T7_right_complete_facetectomy_1
T7-T8,14.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.491,0.577,no,no,no,,T7-T8_left_complete_facetectomy_1
T7-T8,14.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.509,0.577,no,no,no,,T7-T8_right_complete_facetectomy_1
T8-T9,15.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.492,0.544,no,no,no,,T8-T9_left_complete_facetectomy_1
T8-T9,15.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.508,0.544,no,no,no,,T8-T9_right_complete_facetectomy_1
T9-T10,16.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.49,0.508,no,no,no,,T9-T10_left_complete_facetectomy_1
T9-T10,16.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.51,0.508,no,no,no,,T9-T10_right_complete_facetectomy_1
T10-T11,17.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.492,0.476,no,no,no,,T10-T11_left_complete_facetectomy_1
T10-T11,17.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.508,0.476,no,no,no,,T10-T11_right_complete_facetectomy_1
T11-T12,18.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.491,0.438,no,no,no,,T11-T12_left_complete_facetectomy_1
T11-T12,18.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.509,0.438,no,no,no,,T11-T12_right_complete_facetectomy_1
T12-L1,19.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.492,0.4,no,no,no,,T12-L1_left_complete_facetectomy_1
T12-L1,19.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.508,0.4,no,no,no,,T12-L1_right_complete_facetectomy_1
L1-L2,20.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.491,0.367,no,no,no,,L1-L2_left_complete_facetectomy_1
L1-L2,20.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.509,0.367,no,no,no,,L1-L2_right_complete_facetectomy_1
L2-L3,21.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.489,0.33,no,no,no,,L2-L3_left_complete_facetectomy_1
L2-L3,21.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.511,0.33,no,no,no,,L2-L3_right_complete_facetectomy_1
L3-L4,22.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.486,0.291,no,no,no,,L3-L4_left_complete_facetectomy_1
L3-L4,22.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.514,0.291,no,no,no,,L3-L4_right_complete_facetectomy_1
L4-L5,23.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.487,0.252,no,no,no,,L4-L5_left_complete_facetectomy_1
L4-L5,23.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.513,0.252,no,no,no,,L4-L5_right_complete_facetectomy_1
L5-S1,24.5,interspace,posterior,decompression,no,complete_facetectomy,left,0.48,0.224,no,no,no,,L5-S1_left_complete_facetectomy_1
L5-S1,24.5,interspace,posterior,decompression,no,complete_facetectomy,right,0.52,0.224,no,no,no,,L5-S1_right_complete_facetectomy_1
T1,8,body,posterior,decompression,no,costovertebral_approach,left,0.475,0.754,yes,no,no,,T1_left_costovertebral_approach_1
T1,8,body,posterior,decompression,no,costovertebral_approach,right,0.525,0.754,yes,no,no,,T1_right_costovertebral_approach_1
T2,9,body,posterior,decompression,no,costovertebral_approach,left,0.475,0.73,yes,no,no,,T2_left_costovertebral_approach_1
T2,9,body,posterior,decompression,no,costovertebral_approach,right,0.525,0.73,yes,no,no,,T2_right_costovertebral_approach_1
T3,10,body,posterior,decompression,no,costovertebral_approach,left,0.475,0.709,yes,no,no,,T3_left_costovertebral_approach_1
T3,10,body,posterior,decompression,no,costovertebral_approach,right,0.525,0.709,yes,no,no,,T3_right_costovertebral_approach_1
T4,11,body,posterior,decompression,no,costovertebral_approach,left,0.475,0.679,yes,no,no,,T4_left_costovertebral_approach_1
T4,11,body,posterior,decompression,no,costovertebral_approach,right,0.525,0.679,yes,no,no,,T4_right_costovertebral_approach_1
T5,12,body,posterior,decompression,no,costovertebral_approach,left,0.475,0.653,yes,no,no,,T5_left_costovertebral_approach_1
T5,12,body,posterior,decompression,no,costovertebral_approach,right,0.525,0.653,yes,no,no,,T5_right_costovertebral_approach_1
T6,13,body,posterior,decompression,no,costovertebral_approach,left,0.475,0.623,yes,no,no,,T6_left_costovertebral_approach_1
T6,13,body,posterior,decompression,no,costovertebral_approach,right,0.525,0.623,yes,no,no,,T6_right_costovertebral_approach_1
T7,14,body,posterior,decompression,no,costovertebral_approach,left,0.475,0.591,yes,no,no,,T7_left_costovertebral_approach_1
T7,14,body,posterior,decompression,no,costovertebral_approach,right,0.525,0.591,yes,no,no,,T7_right_costovertebral_approach_1
T8,15,body,posterior,decompression,no,costovertebral_approach,left,0.475,0.561,yes,no,no,,T8_left_costovertebral_approach_1
T8,15,body,posterior,decompression,no,costovertebral_approach,right,0.525,0.561,yes,no,no,,T8_right_costovertebral_approach_1
T9,16,body,posterior,decompression,no,costovertebral_approach,left,0.475,0.529,yes,no,no,,T9_left_costovertebral_approach_1
T9,16,body,posterior,decompression,no,costovertebral_approach,right,0.525,0.529,yes,no,no,,T9_right_costovertebral_approach_1
T10,17,body,posterior,decompression,no,costovertebral_approach,left,0.475,0.492,yes,no,no,,T10_left_costovertebral_approach_1
T10,17,body,posterior,decompression,no,costovertebral_approach,right,0.525,0.492,yes,no,no,,T10_right_costovertebral_approach_1
T11,18,body,posterior,decompression,no,costovertebral_approach,left,0.475,0.453,yes,no,no,,T11_left_costovertebral_approach_1
T11,18,body,posterior,decompression,no,costovertebral_approach,right,0.525,0.453,yes,no,no,,T11_right_costovertebral_approach_1
T12,19,body,posterior,decompression,no,costovertebral_approach,left,0.475,0.423,yes,no,no,,T12_left_costovertebral_approach_1
T12,19,body,posterior,decompression,no,costovertebral_approach,right,0.525,0.423,yes,no,no,,T12_right_costovertebral_approach_1
T1,8,body,posterior,decompression,no,costotransversectomy,left,0.475,0.754,yes,no,no,,T1_left_costotransversectomy_1
T1,8,body,posterior,decompression,no,costotransversectomy,right,0.525,0.754,yes,no,no,,T1_right_costotransversectomy_1
T2,9,body,posterior,decompression,no,costotransversectomy,left,0.475,0.73,yes,no,no,,T2_left_costotransversectomy_1
T2,9,body,posterior,decompression,no,costotransversectomy,right,0.525,0.73,yes,no,no,,T2_right_costotransversectomy_1
T3,10,body,posterior,decompression,no,costotransversectomy,left,0.475,0.709,yes,no,no,,T3_left_costotransversectomy_1
T3,10,body,posterior,decompression,no,costotransversectomy,right,0.525,0.709,yes,no,no,,T3_right_costotransversectomy_1
T4,11,body,posterior,decompression,no,costotransversectomy,left,0.475,0.679,yes,no,no,,T4_left_costotransversectomy_1
T4,11,body,posterior,decompression,no,costotransversectomy,right,0.525,0.679,yes,no,no,,T4_right_costotransversectomy_1
T5,12,body,posterior,decompression,no,costotransversectomy,left,0.475,0.653,yes,no,no,,T5_left_costotransversectomy_1
T5,12,body,posterior,decompression,no,costotransversectomy,right,0.525,0.653,yes,no,no,,T5_right_costotransversectomy_1
T6,13,body,posterior,decompression,no,costotransversectomy,left,0.475,0.623,yes,no,no,,T6_left_costotransversectomy_1
T6,13,body,posterior,decompression,no,costotransversectomy,right,0.525,0.623,yes,no,no,,T6_right_costotransversectomy_1
T7,14,body,posterior,decompression,no,costotransversectomy,left,0.475,0.591,yes,no,no,,T7_left_costotransversectomy_1
T7,14,body,posterior,decompression,no,costotransversectomy,right,0.525,0.591,yes,no,no,,T7_right_costotransversectomy_1
T8,15,body,posterior,decompression,no,costotransversectomy,left,0.475,0.561,yes,no,no,,T8_left_costotransversectomy_1
T8,15,body,posterior,decompression,no,costotransversectomy,right,0.525,0.561,yes,no,no,,T8_right_costotransversectomy_1
T9,16,body,posterior,decompression,no,costotransversectomy,left,0.475,0.529,yes,no,no,,T9_left_costotransversectomy_1
T9,16,body,posterior,decompression,no,costotransversectomy,right,0.525,0.529,yes,no,no,,T9_right_costotransversectomy_1
T10,17,body,posterior,decompression,no,costotransversectomy,left,0.475,0.492,yes,no,no,,T10_left_costotransversectomy_1
T10,17,body,posterior,decompression,no,costotransversectomy,right,0.525,0.492,yes,no,no,,T10_right_costotransversectomy_1
T11,18,body,posterior,decompression,no,costotransversectomy,left,0.475,0.453,yes,no,no,,T11_left_costotransversectomy_1
T11,18,body,posterior,decompression,no,costotransversectomy,right,0.525,0.453,yes,no,no,,T11_right_costotransversectomy_1
T12,19,body,posterior,decompression,no,costotransversectomy,left,0.475,0.423,yes,no,no,,T12_left_costotransversectomy_1
T12,19,body,posterior,decompression,no,costotransversectomy,right,0.525,0.423,yes,no,no,,T12_right_costotransversectomy_1
C2-C3,2.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.857,no,no,no,,C2-C3_left_diskectomy_1
C2-C3,2.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.857,no,no,no,,C2-C3_right_diskectomy_1
C3-C4,3.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.8385,no,no,no,,C3-C4_left_diskectomy_1
C3-C4,3.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.8385,no,no,no,,C3-C4_right_diskectomy_1
C4-C5,4.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.819,no,no,no,,C4-C5_left_diskectomy_1
C4-C5,4.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.819,no,no,no,,C4-C5_right_diskectomy_1
C5-C6,5.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.8005,no,no,no,,C5-C6_left_diskectomy_1
C5-C6,5.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.8005,no,no,no,,C5-C6_right_diskectomy_1
C6-C7,6.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.7825,no,no,no,,C6-C7_left_diskectomy_1
C6-C7,6.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.7825,no,no,no,,C6-C7_right_diskectomy_1
C7-T1,7.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.7595,no,no,no,,C7-T1_left_diskectomy_1
C7-T1,7.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.7595,no,no,no,,C7-T1_right_diskectomy_1
T1-T2,8.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.7345,no,no,no,,T1-T2_left_diskectomy_1
T1-T2,8.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.7345,no,no,no,,T1-T2_right_diskectomy_1
T2-T3,9.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.7115,no,no,no,,T2-T3_left_diskectomy_1
T2-T3,9.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.7115,no,no,no,,T2-T3_right_diskectomy_1
T3-T4,10.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.6845,no,no,no,,T3-T4_left_diskectomy_1
T3-T4,10.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.6845,no,no,no,,T3-T4_right_diskectomy_1
T4-T5,11.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.6575,no,no,no,,T4-T5_left_diskectomy_1
T4-T5,11.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.6575,no,no,no,,T4-T5_right_diskectomy_1
T5-T6,12.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.6265,no,no,no,,T5-T6_left_diskectomy_1
T5-T6,12.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.6265,no,no,no,,T5-T6_right_diskectomy_1
T6-T7,13.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.593,no,no,no,,T6-T7_left_diskectomy_1
T6-T7,13.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.593,no,no,no,,T6-T7_right_diskectomy_1
T7-T8,14.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.5635,no,no,no,,T7-T8_left_diskectomy_1
T7-T8,14.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.5635,no,no,no,,T7-T8_right_diskectomy_1
T8-T9,15.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.529,no,no,no,,T8-T9_left_diskectomy_1
T8-T9,15.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.529,no,no,no,,T8-T9_right_diskectomy_1
T9-T10,16.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.497,no,no,no,,T9-T10_left_diskectomy_1
T9-T10,16.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.497,no,no,no,,T9-T10_right_diskectomy_1
T10-T11,17.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.464,no,no,no,,T10-T11_left_diskectomy_1
T10-T11,17.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.464,no,no,no,,T10-T11_right_diskectomy_1
T11-T12,18.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.425,no,no,no,,T11-T12_left_diskectomy_1
T11-T12,18.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.425,no,no,no,,T11-T12_right_diskectomy_1
T12-L1,19.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.3845,no,no,no,,T12-L1_left_diskectomy_1
T12-L1,19.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.3845,no,no,no,,T12-L1_right_diskectomy_1
L1-L2,20.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.3505,no,no,no,,L1-L2_left_diskectomy_1
L1-L2,20.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.3505,no,no,no,,L1-L2_right_diskectomy_1
L2-L3,21.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.316,no,no,no,,L2-L3_left_diskectomy_1
L2-L3,21.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.316,no,no,no,,L2-L3_right_diskectomy_1
L3-L4,22.5,interspace,posterior,decompression,no,diskectomy,left,0.491,0.279,no,no,no,,L3-L4_left_diskectomy_1
L3-L4,22.5,interspace,posterior,decompression,no,diskectomy,right,0.509,0.279,no,no,no,,L3-L4_right_diskectomy_1
L4-L5,23.5,interspace,posterior,decompression,no,diskectomy,left,0.4895,0.2425,no,no,no,,L4-L5_left_diskectomy_1
L4-L5,23.5,interspace,posterior,decompression,no,diskectomy,right,0.5105,0.2425,no,no,no,,L4-L5_right_diskectomy_1
L5-S1,24.5,interspace,posterior,decompression,no,diskectomy,left,0.487,0.206,no,no,no,,L5-S1_left_diskectomy_1
L5-S1,24.5,interspace,posterior,decompression,no,diskectomy,right,0.513,0.206,no,no,no,,L5-S1_right_diskectomy_1
C2,2,body,posterior,osteotomy,no,grade_1,left,0.491,0.857,yes,no,no,,C2_left_grade_1_1
C2,2,body,posterior,osteotomy,no,grade_1,right,0.509,0.857,yes,no,no,,C2_right_grade_1_1
C3,3,body,posterior,osteotomy,no,grade_1,left,0.491,0.8385,yes,no,no,,C3_left_grade_1_1
C3,3,body,posterior,osteotomy,no,grade_1,right,0.509,0.8385,yes,no,no,,C3_right_grade_1_1
C4,4,body,posterior,osteotomy,no,grade_1,left,0.491,0.819,yes,no,no,,C4_left_grade_1_1
C4,4,body,posterior,osteotomy,no,grade_1,right,0.509,0.819,yes,no,no,,C4_right_grade_1_1
C5,5,body,posterior,osteotomy,no,grade_1,left,0.491,0.8005,yes,no,no,,C5_left_grade_1_1
C5,5,body,posterior,osteotomy,no,grade_1,right,0.509,0.8005,yes,no,no,,C5_right_grade_1_1
C6,6,body,posterior,osteotomy,no,grade_1,left,0.491,0.78,yes,no,no,,C6_left_grade_1_1
C6,6,body,posterior,osteotomy,no,grade_1,right,0.509,0.78,yes,no,no,,C6_right_grade_1_1
C7,7,body,posterior,osteotomy,no,grade_1,left,0.492,0.767,yes,no,no,,C7_left_grade_1_1
C7,7,body,posterior,osteotomy,no,grade_1,right,0.508,0.767,yes,no,no,,C7_right_grade_1_1
T1,8,body,posterior,osteotomy,no,grade_1,left,0.493,0.746,yes,no,no,,T1_left_grade_1_1
T1,8,body,posterior,osteotomy,no,grade_1,right,0.507,0.746,yes,no,no,,T1_right_grade_1_1
T2,9,body,posterior,osteotomy,no,grade_1,left,0.494,0.72,yes,no,no,,T2_left_grade_1_1
T2,9,body,posterior,osteotomy,no,grade_1,right,0.506,0.72,yes,no,no,,T2_right_grade_1_1
T3,10,body,posterior,osteotomy,no,grade_1,left,0.494,0.695,yes,no,no,,T3_left_grade_1_1
T3,10,body,posterior,osteotomy,no,grade_1,right,0.506,0.695,yes,no,no,,T3_right_grade_1_1
T4,11,body,posterior,osteotomy,no,grade_1,left,0.493,0.668,yes,no,no,,T4_left_grade_1_1
T4,11,body,posterior,osteotomy,no,grade_1,right,0.507,0.668,yes,no,no,,T4_right_grade_1_1
T5,12,body,posterior,osteotomy,no,grade_1,left,0.492,0.64,yes,no,no,,T5_left_grade_1_1
T5,12,body,posterior,osteotomy,no,grade_1,right,0.508,0.64,yes,no,no,,T5_right_grade_1_1
T6,13,body,posterior,osteotomy,no,grade_1,left,0.492,0.606,yes,no,no,,T6_left_grade_1_1
T6,13,body,posterior,osteotomy,no,grade_1,right,0.508,0.606,yes,no,no,,T6_right_grade_1_1
